Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employers workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
2643,1993,Masculino,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Single person,Metropolitana,60%,60%,60%,60%,60%,Sim,Sim,70%,80%,Não,,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Muito Positiva,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Muito Positiva,Senior leadership,Very likely,Somewhat likely,Very likely,3.0,8.0,4.0,1.0,8,2,8,2,2,10,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2644,1976,Feminino,Between 6 and 12 months,Education and Training,Professionals - Education Professionals,Entre 20 e 199,Casal com filhos dependentes,Metropolitana,10%,50% - Cerca de metade do meu tempo,10%,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Não,Não,,,Não,,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Neutra,Nem concordo nem discordo,Nem concordo nem discordo,Concordo totalmente,Concordo em parte,Concordo em parte,Nem concordo nem discordo,Discordo totalmente,Positiva,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,1.0,6.0,4.0,5.0,8,0.5,8,3.5,4,8,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2645,1995,Masculino,More than 5 years,"Professional, Scientific and Technical",Technicians and trades workers - Construction Trades Workers,Entre 20 e 199,Casal sem filhos dependentes,Metropolitana,100% - I spent all of my time remote working,100% - Todo o meu tempo,100% - I spent all of my time remote working,100% - Todo o meu tempo,100% - Todo o meu tempo,Sim,Não,,,Não,,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Positiva,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Positiva,They are about the same,Very likely,Somewhat likely,Very likely,1.0,7.0,4.0,5.0,7,0,7,5,5,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2646,1983,Masculino,Between 1 and 5 years,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Casal com filhos dependentes,Metropolitana,30%,10%,20%,10%,Menos de 10% do meu tempo,Sim,Sim,30%,10%,Sim,30%,Discordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Negativa,Nem concordo nem discordo,Discordo em parte,Concordo em parte,Nem concordo nem discordo,Discordo em parte,Concordo em parte,Concordo em parte,Negativa,Senior leadership,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,5.0,8.0,2.0,2.0,7,7,8,1,2,6,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2647,1986,Feminino,Between 6 and 12 months,Health Care and Social Assistance,Community and personal service workers - Carers and Aides,More than 200,One parent family with dependent children,Regional,20%,10%,100% - I spent all of my time remote working,30%,100% - Todo o meu tempo,Sim,Não,,,Não,,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Neutra,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Muito Positiva,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2.0,9.0,3.0,2.0,8,1,9,4,3,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2648,1994,Masculino,More than 5 years,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,Entre 20 e 199,Casal sem filhos dependentes,Metropolitana,90%,90%,90%,90%,100% - Todo o meu tempo,Sim,Não,,,Não,,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Muito Positiva,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Positiva,They are about the same,Somewhat likely,Very likely,Very likely,0.0,7.0,5.0,5.0,7,0,7,5,5,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2649,1992,Masculino,Between 1 and 5 years,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,Entre 5 e 19,Single person,Metropolitana,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Não,Sim,10%,10%,Sim,90%,Discordo em parte,Discordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Neutra,Discordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Discordo em parte,Discordo em parte,Neutra,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,2.0,8.0,4.0,2.0,8,2,8,3,3,8,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2650,1960,Feminino,More than 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Other one family household,Metropolitana,60%,80%,60%,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Sim,60%,50% - Cerca de metade do meu tempo,Sim,40%,Concordo totalmente,Nem concordo nem discordo,Discordo totalmente,Concordo em parte,Muito Positiva,Concordo em parte,Discordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,Discordo totalmente,Concordo em parte,Positiva,They are about the same,Somewhat likely,Very likely,Somewhat likely,4.0,7.0,2.0,4.0,7,0.5,7.5,2,6,8,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2651,1985,Masculino,Between 1 and 5 years,Wholesale Trade,Clerical and administrative workers - Numerical Clerks,Entre 20 e 199,Casal sem filhos dependentes,Metropolitana,40%,60%,40%,60%,40%,Sim,Não,,,Sim,60%,Nem concordo nem discordo,Concordo em parte,Discordo em parte,Nem concordo nem discordo,Neutra,Discordo em parte,Concordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Nem concordo nem discordo,Positiva,My direct manger(s),Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,2.0,8.0,4.0,3.0,7,0,8,4,4,8,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2652,1982,Feminino,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Group household,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Sim,20%,Menos de 10% do meu tempo,Não,,Concordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Neutra,Concordo em parte,Nem concordo nem discordo,Discordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Nem concordo nem discordo,Neutra,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,3.0,7.0,2.0,4.0,8,0.5,7,3,5.5,8,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2653,1985,Feminino,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,Entre 5 e 19,Casal com filhos dependentes,Regional,20%,50% - Cerca de metade do meu tempo,Menos de 10% do meu tempo,50% - Cerca de metade do meu tempo,20%,Sim,Sim,Menos de 10% do meu tempo,20%,Sim,80%,Concordo em parte,Discordo totalmente,Discordo totalmente,Concordo totalmente,Positiva,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Positiva,Senior leadership,Very unlikely,Somewhat unlikely,Very unlikely,2.5,8.0,4.0,2.5,7,0.5,8,4,4.5,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2654,1970,Feminino,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Casal com filhos dependentes,Metropolitana,40%,40%,20%,20%,20%,Sim,Sim,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Unsure,,Nem concordo nem discordo,Discordo em parte,Concordo em parte,Concordo em parte,Positiva,Discordo em parte,Concordo totalmente,Concordo totalmente,Discordo em parte,Discordo em parte,Discordo totalmente,Discordo em parte,Negativa,Senior leadership,Very unlikely,Somewhat unlikely,Somewhat unlikely,2.5,8.5,4.5,2.0,6.5,0.5,10,4.5,2.5,6.5,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2655,1989,Masculino,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Entre 20 e 199,Casal sem filhos dependentes,Metropolitana,70%,100% - Todo o meu tempo,70%,100% - Todo o meu tempo,70%,Sim,Sim,70%,100% - Todo o meu tempo,Sim,20%,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Positiva,Nem concordo nem discordo,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Positiva,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,2.0,10.0,3.0,3.0,6,0,10,3,4,7,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2656,1998,Feminino,Between 6 and 12 months,Other Services,Sales workers - Sales Assistants and Salespersons,Entre 20 e 199,Multiple family household,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,40%,Sim,Sim,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Unsure,,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Neutra,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Discordo em parte,Nem concordo nem discordo,Concordo em parte,Nem concordo nem discordo,Positiva,They are about the same,Somewhat unlikely,Neither unlikely or likely,Very likely,1.0,8.0,3.0,2.0,10,1,8,3,2,10,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2657,1994,Feminino,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Entre 20 e 199,Casal com filhos dependentes,Metropolitana,30%,30%,30%,30%,30%,Sim,Sim,30%,50% - Cerca de metade do meu tempo,Sim,50% - Cerca de metade do meu tempo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Muito Positiva,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Positiva,They are about the same,Very likely,Very likely,Very likely,2.0,8.0,5.0,5.0,4,2,8,5,5,4,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2658,1972,Feminino,More than 5 years,Education and Training,Managers - Specialist Managers,More than 200,One parent family with dependent children,Metropolitana,100% - I spent all of my time remote working,50% - Cerca de metade do meu tempo,100% - I spent all of my time remote working,50% - Cerca de metade do meu tempo,40%,Sim,Não,,,Sim,60%,Concordo em parte,Discordo em parte,Discordo em parte,Concordo em parte,Positiva,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,Positiva,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,1.5,8.0,4.0,3.5,7,0.5,8,4,4.5,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2659,1988,Masculino,Between 1 and 5 years,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,Entre 20 e 199,Casal sem filhos dependentes,Metropolitana,30%,60%,80%,80%,60%,Sim,Sim,60%,90%,Sim,90%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Muito Positiva,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,Positiva,My direct manger(s),Very likely,Very likely,Somewhat likely,10.0,12.0,0.5,0.5,1,5,10,3,3,3,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2660,1986,Feminino,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Entre 5 e 19,Group household,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,20%,40%,40%,Sim,Sim,Menos de 10% do meu tempo,Menos de 10% do meu tempo,Sim,40%,Concordo em parte,Concordo em parte,Concordo em parte,Nem concordo nem discordo,Positiva,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,Nem concordo nem discordo,Discordo em parte,Discordo em parte,Positiva,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,2.5,9.0,2.0,3.5,7,0.5,10.5,2,4,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2661,1989,Masculino,Between 1 and 5 years,Administrative and Support,Managers - Specialist Managers,Entre 5 e 19,Casal com filhos dependentes,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,100% - Todo o meu tempo,100% - I spent all of my time remote working,80%,50% - Cerca de metade do meu tempo,Não,Não,,,Sim,Menos de 10% do meu tempo,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Positiva,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Concordo em parte,Positiva,My direct manger(s),Very unlikely,Very unlikely,Very unlikely,0.5,7.0,3.0,6.0,7.5,0.5,7,3,6,7.5,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2662,1990,Feminino,More than 5 years,Manufacturing,Managers - Farmers and Farm Managers,Entre 20 e 199,Casal com filhos dependentes,Metropolitana,80%,80%,80%,80%,90%,Sim,Sim,90%,90%,Sim,80%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Muito Positiva,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Muito Positiva,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,4.0,5.0,5.0,4.0,6,5,5,4,3,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2663,1974,Masculino,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Casal com filhos dependentes,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Sim,40%,40%,Sim,40%,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Muito Positiva,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Muito Negativa,My direct manger(s),Somewhat likely,Very likely,Very likely,1.0,8.0,5.0,2.0,8,2,8,2,4,8,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2664,1960,Feminino,More than 5 years,Wholesale Trade,"Managers - Hospitality, Retail and Service Managers",Entre 5 e 19,Other one family household,Metropolitana,20%,50% - Cerca de metade do meu tempo,30%,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Sim,20%,50% - Cerca de metade do meu tempo,Não,,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Muito Positiva,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Nem concordo nem discordo,Positiva,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,1.0,7.0,4.0,5.0,7,0.5,9,3,3.5,8,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2665,1968,Feminino,Between 1 and 5 years,Accommodation and Food,"Professionals - Business, Human Resource and Marketing Professionals",Entre 1 e 4,Casal sem filhos dependentes,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,60%,50% - Passei cerca de metade do meu tempo trabalhando remotamente,60%,60%,Sim,Sim,20%,20%,Sim,40%,Concordo em parte,Discordo em parte,Concordo em parte,Concordo totalmente,Muito Positiva,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Positiva,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,2.0,8.0,2.0,4.0,8,0.5,8,3,4.5,8,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
2666,1987,Masculino,Between 6 and 12 months,Financial and Insurance,Sales workers - Sales Support Workers,More than 200,Casal sem filhos dependentes,Metropolitana,60%,20%,80%,20%,20%,Sim,Não,,,Sim,40%,Nem concordo nem discordo,Discordo totalmente,Discordo em parte,Concordo em parte,Negativa,Concordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Discordo em parte,Nem concordo nem discordo,Discordo em parte,Neutra,They are about the same,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,2.0,9.0,2.0,4.0,7,0.5,9.5,3,4,7,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1965,Feminino,More than 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Entre 1 e 4,Casal sem filhos dependentes,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Passei cerca de metade do meu tempo trabalhando remotamente,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Não,,,Não,,Concordo em parte,Concordo em parte,Concordo em parte,Discordo totalmente,Muito Positiva,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo em parte,Muito Positiva,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.0,6.0,1.0,8.0,8,1,6,1,8,8,Não,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1962,Feminino,More than 5 years,Education and Training,Clerical and administrative workers - Personal Assistants and Secretaries,Entre 20 e 199,Single person,Regional,Menos de 10% do meu tempo,50% - Cerca de metade do meu tempo,20%,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Sim,Sim,10%,50% - Cerca de metade do meu tempo,Sim,50% - Cerca de metade do meu tempo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutra,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Neutra,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.0,8.0,4.0,4.0,7,2,8,6,1,7,Sim,,,,,,,,,,,,,,,,,,,,,,,,,
